case,before,after,field,differing_frames_beyond_serialization_tolerance,max_abs_difference,exact_differing_frames,numerically_verified
user0904,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,motion_x,0,3.3881317890172014e-21,7,True
user0904,trimmed_gap10,tracking_only_gap15,motion_y,0,3.3881317890172014e-21,3,True
user0904,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
user0904,trimmed_gap10,tracking_screened_gap10,time_s,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,motion_x,0,3.3881317890172014e-21,7,True
user0904,trimmed_gap10,tracking_screened_gap10,motion_y,0,3.3881317890172014e-21,3,True
user0904,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
user0904,trimmed_gap10,tracking_screened_gap15,time_s,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,motion_x,0,3.3881317890172014e-21,7,True
user0904,trimmed_gap10,tracking_screened_gap15,motion_y,0,3.3881317890172014e-21,3,True
user0904,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
user0904,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,face_detected,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,flow_available,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,source,0,,0,True
user0907,trimmed_gap10,trimmed_gap10,time_s,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,face_x0,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,face_y0,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,face_x1,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,face_y1,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,motion_x,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,motion_y,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap10,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,face_detected,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,flow_available,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,source,0,,0,True
user0907,trimmed_gap10,trimmed_gap15,time_s,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,face_x0,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,face_y0,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,face_x1,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,face_y1,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,motion_x,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,motion_y,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,trimmed_gap15,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,face_detected,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,flow_available,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,source,0,,0,True
user0907,trimmed_gap10,tracking_only_gap10,time_s,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,face_x0,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,face_y0,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,face_x1,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,face_y1,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,motion_x,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,motion_y,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap10,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,face_detected,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,flow_available,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,source,0,,0,True
user0907,trimmed_gap10,tracking_only_gap15,time_s,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,face_x0,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,motion_x,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,motion_y,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
user0907,trimmed_gap10,tracking_screened_gap10,time_s,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,motion_x,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,motion_y,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
user0907,trimmed_gap10,tracking_screened_gap15,time_s,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,motion_x,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,motion_y,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
user0907,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,source,0,,0,True
ubfc,trimmed_gap10,trimmed_gap10,time_s,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,motion_x,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,motion_y,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap10,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,source,0,,0,True
ubfc,trimmed_gap10,trimmed_gap15,time_s,0,3.552713678800501e-15,25,True
ubfc,trimmed_gap10,trimmed_gap15,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,motion_x,0,3.3881317890172014e-21,19,True
ubfc,trimmed_gap10,trimmed_gap15,motion_y,0,3.3881317890172014e-21,8,True
ubfc,trimmed_gap10,trimmed_gap15,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,trimmed_gap15,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,source,0,,0,True
ubfc,trimmed_gap10,tracking_only_gap10,time_s,0,3.552713678800501e-15,25,True
ubfc,trimmed_gap10,tracking_only_gap10,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,motion_x,0,3.3881317890172014e-21,19,True
ubfc,trimmed_gap10,tracking_only_gap10,motion_y,0,3.3881317890172014e-21,8,True
ubfc,trimmed_gap10,tracking_only_gap10,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap10,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,source,0,,0,True
ubfc,trimmed_gap10,tracking_only_gap15,time_s,0,3.552713678800501e-15,25,True
ubfc,trimmed_gap10,tracking_only_gap15,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,motion_x,0,3.3881317890172014e-21,19,True
ubfc,trimmed_gap10,tracking_only_gap15,motion_y,0,3.3881317890172014e-21,7,True
ubfc,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,time_s,0,3.552713678800501e-15,25,True
ubfc,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,motion_x,0,3.3881317890172014e-21,19,True
ubfc,trimmed_gap10,tracking_screened_gap10,motion_y,0,3.3881317890172014e-21,8,True
ubfc,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,time_s,0,3.552713678800501e-15,25,True
ubfc,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,motion_x,0,3.3881317890172014e-21,19,True
ubfc,trimmed_gap10,tracking_screened_gap15,motion_y,0,3.3881317890172014e-21,7,True
ubfc,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
ubfc,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,source,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,time_s,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,motion_x,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,motion_y,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap10,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,source,0,,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,time_s,0,5.684341886080802e-14,233,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,motion_x,0,3.3881317890172014e-21,93,True
kaggle_full,trimmed_gap10,trimmed_gap15,motion_y,0,3.3881317890172014e-21,103,True
kaggle_full,trimmed_gap10,trimmed_gap15,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,trimmed_gap15,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,source,0,,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,time_s,0,5.684341886080802e-14,233,True
kaggle_full,trimmed_gap10,tracking_only_gap10,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,motion_x,0,3.3881317890172014e-21,93,True
kaggle_full,trimmed_gap10,tracking_only_gap10,motion_y,0,3.3881317890172014e-21,103,True
kaggle_full,trimmed_gap10,tracking_only_gap10,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap10,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,source,0,,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,time_s,0,5.684341886080802e-14,233,True
kaggle_full,trimmed_gap10,tracking_only_gap15,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,motion_x,0,3.3881317890172014e-21,92,True
kaggle_full,trimmed_gap10,tracking_only_gap15,motion_y,0,3.3881317890172014e-21,102,True
kaggle_full,trimmed_gap10,tracking_only_gap15,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_only_gap15,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,source,0,,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,time_s,0,5.684341886080802e-14,233,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,motion_x,0,3.3881317890172014e-21,93,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,motion_y,0,3.3881317890172014e-21,103,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap10,right_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,face_detected,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,flow_available,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,source,0,,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,time_s,0,5.684341886080802e-14,233,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,face_x0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,face_y0,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,face_x1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,face_y1,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,motion_x,0,3.3881317890172014e-21,92,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,motion_y,0,3.3881317890172014e-21,102,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,rgb_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,forehead_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,left_cheek_valid,0,0.0,0,True
kaggle_full,trimmed_gap10,tracking_screened_gap15,right_cheek_valid,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,face_detected,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,flow_available,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,source,0,,0,True
synthetic72,trimmed_gap10,trimmed_gap10,time_s,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,face_x0,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,face_y0,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,face_x1,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,face_y1,0,0.0,0,True
synthetic72,trimmed_gap10,trimmed_gap10,motion_x,0,0.0,0,True
