case,shift_s,window_index,time_s,reference_bpm,reference_kind,reference_eligible,N_reference_values,reference_status,video_window_center_utc_ns,max_internal_reference_gap_s,reference_window_start_s,reference_window_end_s
ubfc,0,0,5.006132768928598,98.15305666666667,paired_UBFC_device_HR,True,300.0,eligible,,0.04500000000000004,0.0061327689285981535,10.006132768928598
ubfc,0,1,5.997107856293304,98.45274161073826,paired_UBFC_device_HR,True,298.0,eligible,,0.045999999999999375,0.9971078562933036,10.997107856293304
ubfc,0,2,6.988082943658008,98.73350511945392,paired_UBFC_device_HR,True,293.0,eligible,,0.045999999999999375,1.988082943658008,11.988082943658007
ubfc,0,3,7.9790580310227135,99.11957876712329,paired_UBFC_device_HR,True,292.0,eligible,,0.045999999999999375,2.9790580310227135,12.979058031022713
ubfc,0,4,8.97003311838742,99.61536394557824,paired_UBFC_device_HR,True,294.0,eligible,,0.045999999999999375,3.97003311838742,13.97003311838742
ubfc,0,5,9.961008205752124,100.08391003460207,paired_UBFC_device_HR,True,289.0,eligible,,0.045999999999999375,4.961008205752124,14.961008205752124
ubfc,0,6,10.95198329311683,100.65603448275863,paired_UBFC_device_HR,True,290.0,eligible,,0.04600000000000115,5.951983293116831,15.95198329311683
ubfc,0,7,11.942958380481535,101.44263698630137,paired_UBFC_device_HR,True,292.0,eligible,,0.053000000000000824,6.942958380481535,16.942958380481535
ubfc,0,8,12.933933467846241,102.42164383561644,paired_UBFC_device_HR,True,292.0,eligible,,0.053000000000000824,7.933933467846241,17.93393346784624
ubfc,0,9,13.924908555210946,103.39487889273356,paired_UBFC_device_HR,True,289.0,eligible,,0.053000000000000824,8.924908555210946,18.924908555210948
ubfc,0,10,14.91588364257565,104.34437931034482,paired_UBFC_device_HR,True,290.0,eligible,,0.053000000000000824,9.91588364257565,19.91588364257565
ubfc,0,11,15.906858729940357,105.13449826989618,paired_UBFC_device_HR,True,289.0,eligible,,0.053000000000000824,10.906858729940357,20.906858729940357
ubfc,0,12,16.897833817305063,105.89071428571428,paired_UBFC_device_HR,True,294.0,eligible,,0.053000000000000824,11.897833817305063,21.897833817305063
ubfc,0,13,17.888808904669766,106.68351351351352,paired_UBFC_device_HR,True,296.0,eligible,,0.053000000000000824,12.888808904669766,22.888808904669766
ubfc,0,14,18.879783992034472,107.43363321799308,paired_UBFC_device_HR,True,289.0,eligible,,0.22300000000000253,13.879783992034472,23.879783992034472
ubfc,0,15,19.87075907939918,108.0838566552901,paired_UBFC_device_HR,True,293.0,eligible,,0.22300000000000253,14.870759079399178,24.87075907939918
ubfc,0,16,20.861734166763885,108.52327645051194,paired_UBFC_device_HR,True,293.0,eligible,,0.22300000000000253,15.861734166763885,25.861734166763885
ubfc,0,17,21.852709254128587,108.66525597269624,paired_UBFC_device_HR,True,293.0,eligible,,0.22300000000000253,16.852709254128587,26.852709254128587
ubfc,0,18,22.843684341493294,108.80904436860068,paired_UBFC_device_HR,True,293.0,eligible,,0.22300000000000253,17.843684341493294,27.843684341493294
ubfc,0,19,23.834659428858,108.8616554054054,paired_UBFC_device_HR,True,296.0,eligible,,0.22300000000000253,18.834659428858,28.834659428858
ubfc,0,20,24.825634516222706,108.99338983050848,paired_UBFC_device_HR,True,295.0,eligible,,0.22300000000000253,19.825634516222706,29.825634516222706
ubfc,0,21,25.81660960358741,109.26230508474576,paired_UBFC_device_HR,True,295.0,eligible,,0.22300000000000253,20.81660960358741,30.81660960358741
ubfc,0,22,26.807584690952115,109.62544827586206,paired_UBFC_device_HR,True,290.0,eligible,,0.22300000000000253,21.807584690952115,31.807584690952115
ubfc,0,23,27.79855977831682,110.07192439862543,paired_UBFC_device_HR,True,291.0,eligible,,0.22300000000000253,22.79855977831682,32.79855977831682
ubfc,0,24,28.789534865681528,110.36340067340068,paired_UBFC_device_HR,True,297.0,eligible,,0.04400000000000048,23.789534865681528,33.78953486568153
ubfc,0,25,29.78050995304623,110.76840677966102,paired_UBFC_device_HR,True,295.0,eligible,,0.044000000000004036,24.78050995304623,34.780509953046234
ubfc,0,26,30.771485040410937,111.15268041237114,paired_UBFC_device_HR,True,291.0,eligible,,0.044000000000004036,25.771485040410937,35.77148504041094
ubfc,0,27,31.762460127775643,111.45334470989762,paired_UBFC_device_HR,True,293.0,eligible,,0.044000000000004036,26.762460127775643,36.76246012777564
ubfc,0,28,32.75343521514035,111.60079037800688,paired_UBFC_device_HR,True,291.0,eligible,,0.044000000000004036,27.75343521514035,37.75343521514035
ubfc,0,29,33.74441030250505,111.61453608247423,paired_UBFC_device_HR,True,291.0,eligible,,0.044000000000004036,28.744410302505052,38.74441030250505
ubfc,0,30,34.735385389869755,111.55910034602077,paired_UBFC_device_HR,True,289.0,eligible,,0.044000000000004036,29.735385389869755,39.735385389869755
ubfc,0,31,35.726360477234465,111.34045138888888,paired_UBFC_device_HR,True,288.0,eligible,,0.045000000000001705,30.726360477234465,40.726360477234465
ubfc,0,32,36.71733556459917,111.03477508650519,paired_UBFC_device_HR,True,289.0,eligible,,0.045000000000001705,31.717335564599168,41.71733556459917
ubfc,0,33,37.70831065196388,110.50711805555555,paired_UBFC_device_HR,True,288.0,eligible,,0.04899999999999949,32.70831065196388,42.70831065196388
ubfc,0,34,38.69928573932858,109.99671280276816,paired_UBFC_device_HR,True,289.0,eligible,,0.04899999999999949,33.69928573932858,43.69928573932858
ubfc,0,35,39.69026082669328,109.4828125,paired_UBFC_device_HR,True,288.0,eligible,,0.04899999999999949,34.69026082669328,44.69026082669328
ubfc,0,36,40.68123591405799,109.06030927835052,paired_UBFC_device_HR,True,291.0,eligible,,0.04899999999999949,35.68123591405799,45.68123591405799
ubfc,0,37,41.672211001422696,108.93356401384082,paired_UBFC_device_HR,True,289.0,eligible,,0.04899999999999949,36.672211001422696,46.672211001422696
ubfc,0,38,42.6631860887874,108.84810996563574,paired_UBFC_device_HR,True,291.0,eligible,,0.04899999999999949,37.6631860887874,47.6631860887874
ubfc,0,39,43.65416117615211,108.86450511945392,paired_UBFC_device_HR,True,293.0,eligible,,0.04899999999999949,38.65416117615211,48.65416117615211
ubfc,0,40,44.64513626351681,109.1179180887372,paired_UBFC_device_HR,True,293.0,eligible,,0.04899999999999949,39.64513626351681,49.64513626351681
ubfc,0,41,45.63611135088152,109.46672354948805,paired_UBFC_device_HR,True,293.0,eligible,,0.04899999999999949,40.63611135088152,50.63611135088152
ubfc,0,42,46.627086438246224,109.84479865771812,paired_UBFC_device_HR,True,298.0,eligible,,0.04899999999999949,41.627086438246224,51.627086438246224
ubfc,0,43,47.618061525610926,110.22811447811448,paired_UBFC_device_HR,True,297.0,eligible,,0.045999999999999375,42.618061525610926,52.618061525610926
kaggle_full,0,0,5.005,,none,False,0.0,no_reference,,,,
kaggle_full,0,1,6.006,,none,False,0.0,no_reference,,,,
kaggle_full,0,2,7.007000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,3,8.008000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,4,9.009,,none,False,0.0,no_reference,,,,
kaggle_full,0,5,10.01,,none,False,0.0,no_reference,,,,
kaggle_full,0,6,11.011000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,7,12.012,,none,False,0.0,no_reference,,,,
kaggle_full,0,8,13.013,,none,False,0.0,no_reference,,,,
kaggle_full,0,9,14.014000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,10,15.015,,none,False,0.0,no_reference,,,,
kaggle_full,0,11,16.016000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,12,17.017,,none,False,0.0,no_reference,,,,
kaggle_full,0,13,18.018,,none,False,0.0,no_reference,,,,
kaggle_full,0,14,19.019000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,15,20.02,,none,False,0.0,no_reference,,,,
kaggle_full,0,16,21.021,,none,False,0.0,no_reference,,,,
kaggle_full,0,17,22.022000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,18,23.023,,none,False,0.0,no_reference,,,,
kaggle_full,0,19,24.024,,none,False,0.0,no_reference,,,,
kaggle_full,0,20,25.025000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,21,26.026,,none,False,0.0,no_reference,,,,
kaggle_full,0,22,27.027,,none,False,0.0,no_reference,,,,
kaggle_full,0,23,28.028000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,24,29.029,,none,False,0.0,no_reference,,,,
kaggle_full,0,25,30.03,,none,False,0.0,no_reference,,,,
kaggle_full,0,26,31.031,,none,False,0.0,no_reference,,,,
kaggle_full,0,27,32.032000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,28,33.033,,none,False,0.0,no_reference,,,,
kaggle_full,0,29,34.034,,none,False,0.0,no_reference,,,,
kaggle_full,0,30,35.035000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,31,36.036,,none,False,0.0,no_reference,,,,
kaggle_full,0,32,37.037,,none,False,0.0,no_reference,,,,
kaggle_full,0,33,38.038000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,34,39.039,,none,False,0.0,no_reference,,,,
kaggle_full,0,35,40.04,,none,False,0.0,no_reference,,,,
kaggle_full,0,36,41.041000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,37,42.042,,none,False,0.0,no_reference,,,,
kaggle_full,0,38,43.043,,none,False,0.0,no_reference,,,,
kaggle_full,0,39,44.044000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,40,45.045,,none,False,0.0,no_reference,,,,
kaggle_full,0,41,46.046,,none,False,0.0,no_reference,,,,
kaggle_full,0,42,47.047000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,43,48.048,,none,False,0.0,no_reference,,,,
kaggle_full,0,44,49.049,,none,False,0.0,no_reference,,,,
kaggle_full,0,45,50.050000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,46,51.051,,none,False,0.0,no_reference,,,,
kaggle_full,0,47,52.052,,none,False,0.0,no_reference,,,,
kaggle_full,0,48,53.053000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,49,54.054,,none,False,0.0,no_reference,,,,
kaggle_full,0,50,55.055,,none,False,0.0,no_reference,,,,
kaggle_full,0,51,56.056000000000004,,none,False,0.0,no_reference,,,,
kaggle_full,0,52,57.057,,none,False,0.0,no_reference,,,,
kaggle_full,0,53,58.058,,none,False,0.0,no_reference,,,,
kaggle_full,0,54,59.059000000000005,,none,False,0.0,no_reference,,,,
kaggle_full,0,55,60.06,,none,False,0.0,no_reference,,,,
kaggle_full,0,56,61.061,,none,False,0.0,no_reference,,,,
kaggle_full,0,57,62.062,,none,False,0.0,no_reference,,,,
kaggle_full,0,58,63.063,,none,False,0.0,no_reference,,,,
kaggle_full,0,59,64.06400000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,60,65.065,,none,False,0.0,no_reference,,,,
kaggle_full,0,61,66.066,,none,False,0.0,no_reference,,,,
kaggle_full,0,62,67.06700000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,63,68.068,,none,False,0.0,no_reference,,,,
kaggle_full,0,64,69.069,,none,False,0.0,no_reference,,,,
kaggle_full,0,65,70.07000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,66,71.071,,none,False,0.0,no_reference,,,,
kaggle_full,0,67,72.072,,none,False,0.0,no_reference,,,,
kaggle_full,0,68,73.07300000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,69,74.074,,none,False,0.0,no_reference,,,,
kaggle_full,0,70,75.075,,none,False,0.0,no_reference,,,,
kaggle_full,0,71,76.07600000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,72,77.077,,none,False,0.0,no_reference,,,,
kaggle_full,0,73,78.078,,none,False,0.0,no_reference,,,,
kaggle_full,0,74,79.07900000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,75,80.08,,none,False,0.0,no_reference,,,,
kaggle_full,0,76,81.081,,none,False,0.0,no_reference,,,,
kaggle_full,0,77,82.08200000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,78,83.083,,none,False,0.0,no_reference,,,,
kaggle_full,0,79,84.084,,none,False,0.0,no_reference,,,,
kaggle_full,0,80,85.08500000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,81,86.086,,none,False,0.0,no_reference,,,,
kaggle_full,0,82,87.087,,none,False,0.0,no_reference,,,,
kaggle_full,0,83,88.08800000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,84,89.089,,none,False,0.0,no_reference,,,,
kaggle_full,0,85,90.09,,none,False,0.0,no_reference,,,,
kaggle_full,0,86,91.09100000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,87,92.092,,none,False,0.0,no_reference,,,,
kaggle_full,0,88,93.093,,none,False,0.0,no_reference,,,,
kaggle_full,0,89,94.09400000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,90,95.095,,none,False,0.0,no_reference,,,,
kaggle_full,0,91,96.096,,none,False,0.0,no_reference,,,,
kaggle_full,0,92,97.09700000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,93,98.098,,none,False,0.0,no_reference,,,,
kaggle_full,0,94,99.099,,none,False,0.0,no_reference,,,,
kaggle_full,0,95,100.10000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,96,101.101,,none,False,0.0,no_reference,,,,
kaggle_full,0,97,102.102,,none,False,0.0,no_reference,,,,
kaggle_full,0,98,103.10300000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,99,104.104,,none,False,0.0,no_reference,,,,
kaggle_full,0,100,105.105,,none,False,0.0,no_reference,,,,
kaggle_full,0,101,106.10600000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,102,107.107,,none,False,0.0,no_reference,,,,
kaggle_full,0,103,108.108,,none,False,0.0,no_reference,,,,
kaggle_full,0,104,109.10900000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,105,110.11,,none,False,0.0,no_reference,,,,
kaggle_full,0,106,111.111,,none,False,0.0,no_reference,,,,
kaggle_full,0,107,112.11200000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,108,113.113,,none,False,0.0,no_reference,,,,
kaggle_full,0,109,114.114,,none,False,0.0,no_reference,,,,
kaggle_full,0,110,115.11500000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,111,116.116,,none,False,0.0,no_reference,,,,
kaggle_full,0,112,117.117,,none,False,0.0,no_reference,,,,
kaggle_full,0,113,118.11800000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,114,119.119,,none,False,0.0,no_reference,,,,
kaggle_full,0,115,120.12,,none,False,0.0,no_reference,,,,
kaggle_full,0,116,121.121,,none,False,0.0,no_reference,,,,
kaggle_full,0,117,122.122,,none,False,0.0,no_reference,,,,
kaggle_full,0,118,123.123,,none,False,0.0,no_reference,,,,
kaggle_full,0,119,124.124,,none,False,0.0,no_reference,,,,
kaggle_full,0,120,125.125,,none,False,0.0,no_reference,,,,
kaggle_full,0,121,126.126,,none,False,0.0,no_reference,,,,
kaggle_full,0,122,127.127,,none,False,0.0,no_reference,,,,
kaggle_full,0,123,128.12800000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,124,129.129,,none,False,0.0,no_reference,,,,
kaggle_full,0,125,130.13,,none,False,0.0,no_reference,,,,
kaggle_full,0,126,131.131,,none,False,0.0,no_reference,,,,
kaggle_full,0,127,132.132,,none,False,0.0,no_reference,,,,
kaggle_full,0,128,133.133,,none,False,0.0,no_reference,,,,
kaggle_full,0,129,134.13400000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,130,135.135,,none,False,0.0,no_reference,,,,
kaggle_full,0,131,136.136,,none,False,0.0,no_reference,,,,
kaggle_full,0,132,137.137,,none,False,0.0,no_reference,,,,
kaggle_full,0,133,138.138,,none,False,0.0,no_reference,,,,
kaggle_full,0,134,139.139,,none,False,0.0,no_reference,,,,
kaggle_full,0,135,140.14000000000001,,none,False,0.0,no_reference,,,,
kaggle_full,0,136,141.141,,none,False,0.0,no_reference,,,,
kaggle_full,0,137,142.142,,none,False,0.0,no_reference,,,,
kaggle_full,0,138,143.143,,none,False,0.0,no_reference,,,,
kaggle_full,0,139,144.144,,none,False,0.0,no_reference,,,,
kaggle_full,0,140,145.145,,none,False,0.0,no_reference,,,,
kaggle_full,0,141,146.14600000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,142,147.147,,none,False,0.0,no_reference,,,,
kaggle_full,0,143,148.148,,none,False,0.0,no_reference,,,,
kaggle_full,0,144,149.149,,none,False,0.0,no_reference,,,,
kaggle_full,0,145,150.15,,none,False,0.0,no_reference,,,,
kaggle_full,0,146,151.151,,none,False,0.0,no_reference,,,,
kaggle_full,0,147,152.15200000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,148,153.153,,none,False,0.0,no_reference,,,,
kaggle_full,0,149,154.154,,none,False,0.0,no_reference,,,,
kaggle_full,0,150,155.155,,none,False,0.0,no_reference,,,,
kaggle_full,0,151,156.156,,none,False,0.0,no_reference,,,,
kaggle_full,0,152,157.157,,none,False,0.0,no_reference,,,,
kaggle_full,0,153,158.15800000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,154,159.159,,none,False,0.0,no_reference,,,,
kaggle_full,0,155,160.16,,none,False,0.0,no_reference,,,,
kaggle_full,0,156,161.161,,none,False,0.0,no_reference,,,,
kaggle_full,0,157,162.162,,none,False,0.0,no_reference,,,,
kaggle_full,0,158,163.163,,none,False,0.0,no_reference,,,,
kaggle_full,0,159,164.16400000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,160,165.165,,none,False,0.0,no_reference,,,,
kaggle_full,0,161,166.166,,none,False,0.0,no_reference,,,,
kaggle_full,0,162,167.167,,none,False,0.0,no_reference,,,,
kaggle_full,0,163,168.168,,none,False,0.0,no_reference,,,,
kaggle_full,0,164,169.169,,none,False,0.0,no_reference,,,,
kaggle_full,0,165,170.17000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,166,171.171,,none,False,0.0,no_reference,,,,
kaggle_full,0,167,172.172,,none,False,0.0,no_reference,,,,
kaggle_full,0,168,173.173,,none,False,0.0,no_reference,,,,
kaggle_full,0,169,174.174,,none,False,0.0,no_reference,,,,
kaggle_full,0,170,175.175,,none,False,0.0,no_reference,,,,
kaggle_full,0,171,176.17600000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,172,177.177,,none,False,0.0,no_reference,,,,
kaggle_full,0,173,178.178,,none,False,0.0,no_reference,,,,
kaggle_full,0,174,179.179,,none,False,0.0,no_reference,,,,
kaggle_full,0,175,180.18,,none,False,0.0,no_reference,,,,
kaggle_full,0,176,181.181,,none,False,0.0,no_reference,,,,
kaggle_full,0,177,182.18200000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,178,183.183,,none,False,0.0,no_reference,,,,
kaggle_full,0,179,184.184,,none,False,0.0,no_reference,,,,
kaggle_full,0,180,185.185,,none,False,0.0,no_reference,,,,
kaggle_full,0,181,186.186,,none,False,0.0,no_reference,,,,
kaggle_full,0,182,187.187,,none,False,0.0,no_reference,,,,
kaggle_full,0,183,188.18800000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,184,189.189,,none,False,0.0,no_reference,,,,
kaggle_full,0,185,190.19,,none,False,0.0,no_reference,,,,
kaggle_full,0,186,191.191,,none,False,0.0,no_reference,,,,
kaggle_full,0,187,192.192,,none,False,0.0,no_reference,,,,
kaggle_full,0,188,193.193,,none,False,0.0,no_reference,,,,
kaggle_full,0,189,194.19400000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,190,195.195,,none,False,0.0,no_reference,,,,
kaggle_full,0,191,196.196,,none,False,0.0,no_reference,,,,
kaggle_full,0,192,197.197,,none,False,0.0,no_reference,,,,
kaggle_full,0,193,198.198,,none,False,0.0,no_reference,,,,
kaggle_full,0,194,199.199,,none,False,0.0,no_reference,,,,
kaggle_full,0,195,200.20000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,196,201.201,,none,False,0.0,no_reference,,,,
kaggle_full,0,197,202.202,,none,False,0.0,no_reference,,,,
kaggle_full,0,198,203.203,,none,False,0.0,no_reference,,,,
kaggle_full,0,199,204.204,,none,False,0.0,no_reference,,,,
kaggle_full,0,200,205.205,,none,False,0.0,no_reference,,,,
kaggle_full,0,201,206.20600000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,202,207.207,,none,False,0.0,no_reference,,,,
kaggle_full,0,203,208.208,,none,False,0.0,no_reference,,,,
kaggle_full,0,204,209.209,,none,False,0.0,no_reference,,,,
kaggle_full,0,205,210.21,,none,False,0.0,no_reference,,,,
kaggle_full,0,206,211.211,,none,False,0.0,no_reference,,,,
kaggle_full,0,207,212.21200000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,208,213.213,,none,False,0.0,no_reference,,,,
kaggle_full,0,209,214.214,,none,False,0.0,no_reference,,,,
kaggle_full,0,210,215.215,,none,False,0.0,no_reference,,,,
kaggle_full,0,211,216.216,,none,False,0.0,no_reference,,,,
kaggle_full,0,212,217.217,,none,False,0.0,no_reference,,,,
kaggle_full,0,213,218.21800000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,214,219.219,,none,False,0.0,no_reference,,,,
kaggle_full,0,215,220.22,,none,False,0.0,no_reference,,,,
kaggle_full,0,216,221.221,,none,False,0.0,no_reference,,,,
kaggle_full,0,217,222.222,,none,False,0.0,no_reference,,,,
kaggle_full,0,218,223.223,,none,False,0.0,no_reference,,,,
kaggle_full,0,219,224.22400000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,220,225.225,,none,False,0.0,no_reference,,,,
kaggle_full,0,221,226.226,,none,False,0.0,no_reference,,,,
kaggle_full,0,222,227.227,,none,False,0.0,no_reference,,,,
kaggle_full,0,223,228.228,,none,False,0.0,no_reference,,,,
kaggle_full,0,224,229.229,,none,False,0.0,no_reference,,,,
kaggle_full,0,225,230.23000000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,226,231.231,,none,False,0.0,no_reference,,,,
kaggle_full,0,227,232.232,,none,False,0.0,no_reference,,,,
kaggle_full,0,228,233.233,,none,False,0.0,no_reference,,,,
kaggle_full,0,229,234.234,,none,False,0.0,no_reference,,,,
kaggle_full,0,230,235.235,,none,False,0.0,no_reference,,,,
kaggle_full,0,231,236.23600000000002,,none,False,0.0,no_reference,,,,
kaggle_full,0,232,237.237,,none,False,0.0,no_reference,,,,
kaggle_full,0,233,238.238,,none,False,0.0,no_reference,,,,
kaggle_full,0,234,239.239,,none,False,0.0,no_reference,,,,
