window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,proposal_accepted,waveform_weight
5,10.0,right_cheek_pos,right_cheek,pos,usable,1.0,0.9915656565656567,1.0334963321046151,1,72.0,1.0,0.8866119441307259,1.0,0.9336589510114939,1.0,0.75,True,True,0.474532091165932
5,10.0,right_cheek_chrom,right_cheek,chrom,usable,1.0,0.9915656565656567,1.0070425208872573,1,72.0,1.0,0.9471076663064603,1.0,0.964986310337638,1.0,0.75,True,True,0.49045421917170606
6,11.0,forehead_pos,forehead,pos,usable,1.0,0.9668026194852941,1.0368696309685252,1,72.0,1.0,0.9435505340771924,1.0,0.939118510561775,1.0,0.75,True,True,0.470903686418923
6,11.0,forehead_chrom,forehead,chrom,usable,1.0,0.9668026194852941,0.9941214668784213,1,72.0,1.0,0.9544188887925142,1.0,0.9445116767017672,1.0,0.75,True,True,0.4736079902828441
6,11.0,left_cheek_pos,left_cheek,pos,usable,1.0,0.9393722943722944,1.045348983236725,1,72.0,1.0,0.9036175985465684,1.0,0.8929560566525536,1.0,0.75,True,True,0.45018855359074755
6,11.0,left_cheek_chrom,left_cheek,chrom,usable,1.0,0.9393722943722944,1.0011373158382262,1,72.0,1.0,0.934161793275802,1.0,0.9079225389953599,1.0,0.75,True,True,0.45773398540461235
6,11.0,right_cheek_pos,right_cheek,pos,usable,1.0,0.9915656565656567,1.0309002239016913,1,72.0,1.0,0.8965106049640028,1.0,0.9388564450434129,1.0,0.75,True,True,0.4737353227787937
6,11.0,right_cheek_chrom,right_cheek,chrom,usable,1.0,0.9915656565656567,1.0034809778766802,1,72.0,1.0,0.9300254700348454,1.0,0.9562443839790863,1.0,0.75,True,True,0.48250906120029247
7,12.0,forehead_pos,forehead,pos,usable,1.0,0.9668156403186272,1.0377953141724847,1,72.0,1.0,0.9421556546182615,1.0,0.9384367287224443,1.0,0.75,True,True,0.4702333085302388
7,12.0,forehead_chrom,forehead,chrom,usable,1.0,0.9668156403186272,0.993673523679447,1,72.0,1.0,0.9340390754883106,1.0,0.9343857146044314,1.0,0.75,True,True,0.4682034201922054
7,12.0,left_cheek_pos,left_cheek,pos,usable,1.0,0.9393722943722942,1.0447269485111113,1,72.0,1.0,0.9188139288204312,1.0,0.9004332676798501,1.0,0.75,True,True,0.4516517156952431
7,12.0,left_cheek_chrom,left_cheek,chrom,usable,1.0,0.9393722943722942,0.9995081855159299,1,72.0,1.0,0.9306039824157986,1.0,0.9061919511135061,1.0,0.75,True,True,0.45454023541826305
7,12.0,right_cheek_pos,right_cheek,pos,usable,1.0,0.9915656565656567,1.033970536874838,1,72.0,1.0,0.9044492392767053,1.0,0.9430040875391917,1.0,0.75,True,True,0.47313849419096776
7,12.0,right_cheek_chrom,right_cheek,chrom,usable,1.0,0.9915656565656567,0.9963143516097573,1,72.0,1.0,0.9170932056571268,1.0,0.9495726869780754,1.0,0.75,True,True,0.4764341927871076
8,13.0,forehead_pos,forehead,pos,usable,1.0,0.9668255974264707,1.036856246828079,1,72.0,1.0,0.9273634189151757,1.0,0.9310502486894026,1.0,0.75,True,True,0.46751140296969135
8,13.0,forehead_chrom,forehead,chrom,usable,1.0,0.9668255974264707,0.9946569340398852,1,72.0,1.0,0.9116703157606625,1.0,0.9231388899673851,1.0,0.75,True,True,0.46353884571971127
8,13.0,left_cheek_pos,left_cheek,pos,usable,1.0,0.9393722943722942,1.0459828130910098,1,72.0,1.0,0.9270579287273857,1.0,0.9044637872667958,1.0,0.75,True,True,0.4523781810395625
8,13.0,left_cheek_chrom,left_cheek,chrom,usable,1.0,0.9393722943722942,0.9990913204574446,1,72.0,1.0,0.9282582392992711,1.0,0.9050491262361703,1.0,0.75,True,True,0.4526709451966079
8,13.0,right_cheek_pos,right_cheek,pos,usable,1.0,0.9915656565656567,1.0339443685857908,1,72.0,1.0,0.9102527788965703,1.0,0.946024716112628,1.0,0.75,True,True,0.4742899100372095
8,13.0,right_cheek_chrom,right_cheek,chrom,usable,1.0,0.9915656565656567,0.9929144833154365,1,72.0,1.0,0.9201400679252716,1.0,0.9511487634989155,1.0,0.75,True,True,0.47685885346170603
9,14.0,forehead_pos,forehead,pos,gap_or_filter_edge,1.0,0.9668255974264706,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
9,14.0,forehead_chrom,forehead,chrom,gap_or_filter_edge,1.0,0.9668255974264706,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
9,14.0,left_cheek_pos,left_cheek,pos,gap_or_filter_edge,1.0,0.9393722943722946,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
9,14.0,left_cheek_chrom,left_cheek,chrom,gap_or_filter_edge,1.0,0.9393722943722946,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
9,14.0,right_cheek_pos,right_cheek,pos,gap_or_filter_edge,1.0,0.9915656565656564,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
9,14.0,right_cheek_chrom,right_cheek,chrom,gap_or_filter_edge,1.0,0.9915656565656564,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,forehead_pos,forehead,pos,gap_or_filter_edge,1.0,0.9668255974264707,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,forehead_chrom,forehead,chrom,gap_or_filter_edge,1.0,0.9668255974264707,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,left_cheek_pos,left_cheek,pos,gap_or_filter_edge,1.0,0.9393722943722944,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,left_cheek_chrom,left_cheek,chrom,gap_or_filter_edge,1.0,0.9393722943722944,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,right_cheek_pos,right_cheek,pos,gap_or_filter_edge,1.0,0.9915656565656567,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
10,15.0,right_cheek_chrom,right_cheek,chrom,gap_or_filter_edge,1.0,0.9915656565656567,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
