frame,time_s,source,rgb_valid,r,g,b,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1,roi_status,roi_valid_regions,forehead_r,forehead_g,forehead_b,forehead_valid,forehead_quality,forehead_valid_pixel_fraction,forehead_visible_fraction,forehead_pixel_count,forehead_valid_pixels,forehead_brightness,forehead_laplacian_var,forehead_status,forehead_rgb_aggregation,left_cheek_r,left_cheek_g,left_cheek_b,left_cheek_valid,left_cheek_quality,left_cheek_valid_pixel_fraction,left_cheek_visible_fraction,left_cheek_pixel_count,left_cheek_valid_pixels,left_cheek_brightness,left_cheek_laplacian_var,left_cheek_status,left_cheek_rgb_aggregation,right_cheek_r,right_cheek_g,right_cheek_b,right_cheek_valid,right_cheek_quality,right_cheek_valid_pixel_fraction,right_cheek_visible_fraction,right_cheek_pixel_count,right_cheek_valid_pixels,right_cheek_brightness,right_cheek_laplacian_var,right_cheek_status,right_cheek_rgb_aggregation,face_detected,flow_available,bridge_age_frames,baseline_forehead_r,baseline_forehead_g,baseline_forehead_b,forehead_pixel_source,forehead_pixel_tracks,forehead_pixel_seeds,forehead_pixel_screen_rejected,forehead_pixel_color_rejected,forehead_pixel_fb_rejected,forehead_pixel_geometry_rejected,forehead_pixel_fb_error_median,forehead_pixel_reset,forehead_pixel_log_delta_r,forehead_pixel_log_delta_g,forehead_pixel_log_delta_b,baseline_left_cheek_r,baseline_left_cheek_g,baseline_left_cheek_b,left_cheek_pixel_source,left_cheek_pixel_tracks,left_cheek_pixel_seeds,left_cheek_pixel_screen_rejected,left_cheek_pixel_color_rejected,left_cheek_pixel_fb_rejected,left_cheek_pixel_geometry_rejected,left_cheek_pixel_fb_error_median,left_cheek_pixel_reset,left_cheek_pixel_log_delta_r,left_cheek_pixel_log_delta_g,left_cheek_pixel_log_delta_b,baseline_right_cheek_r,baseline_right_cheek_g,baseline_right_cheek_b,right_cheek_pixel_source,right_cheek_pixel_tracks,right_cheek_pixel_seeds,right_cheek_pixel_screen_rejected,right_cheek_pixel_color_rejected,right_cheek_pixel_fb_rejected,right_cheek_pixel_geometry_rejected,right_cheek_pixel_fb_error_median,right_cheek_pixel_reset,right_cheek_pixel_log_delta_r,right_cheek_pixel_log_delta_g,right_cheek_pixel_log_delta_b,baseline_r,baseline_g,baseline_b,pixel_mode,pixel_rgb_kind
74,2.466666666666667,mesh,True,202.82730941258703,164.68085263442254,140.46938472410199,8.985400199890137e-06,5.446374416351318e-06,0.35261782348155973,0.15391788959503175,0.5245651459693909,0.331922937631607,sampled,3,207.2554055923537,173.40505228260074,150.41464451024638,True,0.9632352941176471,0.9632352941176471,1.0,544,524,0.7210807237600922,881.8425262698827,sampled,trimmed_mean,212.80506730852065,171.32928904694583,147.2359020569107,True,0.9372294372294372,0.9372294372294372,1.0,462,433,0.7126953823953825,783.9281321218681,sampled,trimmed_mean,188.4214553368867,149.30821657372104,123.75760760514886,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6206872421695951,655.6229141720731,sampled,trimmed_mean,True,True,0,211.72619047619048,177.91666666666666,155.37857142857143,tracked_ratio,24,24,0,0,0,0,0.0004187675949651748,False,0.0024766108509643634,0.004725859889566699,-0.005560507964114504,214.02305475504323,173.43227665706053,149.12968299711815,tracked_ratio,23,25,1,1,0,0,0.00032332795672118664,False,0.0048137675352104975,0.006117760106903508,0.006029746094514444,190.56368563685638,150.67750677506774,126.50135501355014,tracked_ratio,25,25,0,0,0,0,0.00031456799479201436,False,0.003609295634752527,0.004531722796572988,0.004325791551638235,205.4376436226967,167.34215003293164,143.6698698130799,tracking_screened,paired_relative_color_reconstruction
75,2.5,mesh,True,202.61189474132797,166.7840708573823,140.49612122429343,3.59266996383667e-05,5.453824996948242e-06,0.3526081669330597,0.15391811847686768,0.5245792090892791,0.3319579845666885,sampled,3,206.9841586232076,175.52293148223032,151.0517681139005,True,0.9577205882352942,0.9577205882352942,1.0,544,521,0.7260046424452135,883.6580900367106,sampled,trimmed_mean,212.80454029379075,173.34291600827197,147.6791879333706,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7173457770987183,786.4940808047263,sampled,trimmed_mean,188.0469853069856,151.4863650816446,122.75740762560919,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6252728291316526,653.7581245441991,sampled,trimmed_mean,True,True,0,211.37889688249402,179.74100719424462,155.80335731414868,tracked_ratio,24,24,0,0,0,0,0.0009338205854874104,False,-0.0013096142007944908,0.012139497586734178,0.004226836062341884,213.9593023255814,175.1627906976744,149.30232558139534,tracked_ratio,23,25,1,1,0,0,0.00042969139758497477,False,-2.4765170733673784e-06,0.011684434318235126,0.0030061955141968666,190.36856368563684,152.84281842818427,125.77777777777777,tracked_ratio,25,25,0,0,0,0,0.000369376182788983,False,-0.0019893840384729135,0.014482884423910962,-0.008114763047135546,205.23558763123742,169.2488721067011,143.6278202244406,tracking_screened,paired_relative_color_reconstruction
76,2.533333333333333,mesh,True,203.08052251099153,167.57691938710184,140.1658885106776,-4.5299530029296875e-06,-1.8402934074401855e-06,0.35265561103820803,0.15387970387935637,0.5249029052257538,0.3320002275705337,sampled,3,207.42867508838245,176.2722815054667,150.11983289032597,True,0.9411764705882353,0.9411764705882353,1.0,544,512,0.7288140138408303,876.0019419079664,sampled,trimmed_mean,213.58368913693025,174.3471148070797,147.1929641211938,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7196223240811473,783.9475155414441,sampled,trimmed_mean,188.22920330766195,152.1113618487591,123.18486852051305,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6277395806807571,651.5168109833401,sampled,trimmed_mean,True,True,0,211.39512195121952,180.00975609756097,154.31219512195122,tracked_ratio,24,24,0,0,0,0,0.0003344931756146252,False,0.0021452841200633047,0.004260155504657378,-0.006188752159516446,214.57267441860466,176.0203488372093,148.69476744186048,tracked_ratio,24,25,0,1,0,0,0.0002813581668306142,False,0.003654649244901278,0.005776418660671634,-0.003297864850689964,190.7018970189702,153.61517615176152,126.39566395663957,tracked_ratio,25,25,0,0,0,0,0.00033603995689190924,False,0.0009685333296877237,0.0041172748975627765,0.003476110996709404,205.55656446293145,169.88176036217726,143.13420884015042,tracking_screened,paired_relative_color_reconstruction
77,2.566666666666667,mesh,True,203.41646282831803,168.2455701802148,140.1321068880425,2.3320317268371582e-05,1.0639429092407227e-05,0.3525245916843414,0.15379921734333038,0.5245730960369109,0.33186997592449186,sampled,3,207.94244909313122,177.13799747648878,150.12693886003356,True,0.9356617647058824,0.9356617647058824,1.0,544,509,0.7315911764705882,885.083043708356,sampled,trimmed_mean,213.5636356326782,174.9370149853563,146.69254396912726,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7213018164841695,784.5003287352373,sampled,trimmed_mean,188.7433037591448,152.6616980787993,123.57683783496664,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.629938918597742,650.311515225427,sampled,trimmed_mean,True,True,0,211.55256723716383,180.75305623471883,154.0757946210269,tracked_ratio,23,24,0,1,0,0,0.000340007507475093,False,0.0024738082974555316,0.004899221975764514,4.733419558513812e-05,214.6242774566474,176.88728323699422,148.46242774566474,tracked_ratio,24,25,0,1,0,0,0.0002997876435983926,False,-9.389502452147634e-05,0.0033777700663978247,-0.0034055482283847174,191.24661246612467,154.30352303523034,126.67208672086721,tracked_ratio,25,25,0,0,0,0,0.0003509521484375,False,0.002727523947032596,0.003611453245388022,0.0031769081995196894,205.80781905331196,170.64795416898113,143.07010302918627,tracking_screened,paired_relative_color_reconstruction
78,2.6,mesh,True,203.99411026083337,168.9383667268852,139.7125769824247,8.195638656616211e-06,-2.1383166313171387e-06,0.3528269875049591,0.153855981528759,0.5245797991752624,0.3320031076669693,sampled,3,208.07601315422428,177.27133472032756,150.22783541870297,True,0.9191176470588235,0.9191176470588235,1.0,544,500,0.7337682237600922,888.2620839197529,sampled,trimmed_mean,214.7038700097627,176.20823251666673,146.83837352644994,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7255291486291486,789.1207386301229,sampled,trimmed_mean,189.20244761851308,153.33553294366126,122.07152200212127,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6326228673287497,652.3690593807838,sampled,trimmed_mean,True,True,0,211.38,180.5375,153.7425,tracked_ratio,23,24,0,1,0,0,0.00041847040120046586,False,0.0006421064342221777,0.0007524477377800086,0.0006718492336734247,215.59593023255815,178.00581395348837,148.4825581395349,tracked_ratio,24,25,0,1,0,0,0.0003639789065346122,False,0.005324882491806394,0.007240440210264795,0.0009936232310032707,191.95663956639567,155.1869918699187,125.63685636856368,tracked_ratio,24,25,1,0,0,0,0.00044877445907332003,False,0.002429682479926243,0.004404196415797088,-0.012256012428232533,206.3108565996513,171.243435274469,142.6206381693662,tracking_screened,paired_relative_color_reconstruction
79,2.6333333333333333,mesh,True,204.28051818937146,169.83508922693622,139.77835531059796,1.919269561767578e-05,5.044043064117432e-06,0.3527365219593048,0.15387335449457168,0.5247008776664733,0.331997657418251,sampled,3,208.0822902928586,178.7285131273469,149.5844300688047,True,0.9044117647058824,0.9044117647058824,1.0,544,492,0.7371924019607843,891.0894983463988,sampled,trimmed_mean,215.20801748268562,176.7272408617003,147.15239141152105,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7281806977336391,788.122824704264,sampled,trimmed_mean,189.55124679257017,154.0495136917614,122.5982444514682,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6347804770393005,656.409193418602,sampled,trimmed_mean,True,True,0,210.6548223350254,181.37817258883248,152.4543147208122,tracked_ratio,21,24,0,3,0,0,0.00042487678001634777,False,3.0167071438080465e-05,0.008186444763411557,-0.004292061477705285,216.25872093023256,178.70639534883722,148.8168604651163,tracked_ratio,24,25,0,1,0,0,0.00020069803576916456,False,0.0023453536349494633,0.0029410969330238975,0.002136244004513191,192.29268292682926,155.90514905149053,126.23035230352303,tracked_ratio,25,25,0,0,0,0,0.0004930265713483095,False,0.001841826378500434,0.004645522220045074,0.004305585203129749,206.4020753973624,171.99657232972007,142.5005091631505,tracking_screened,paired_relative_color_reconstruction
80,2.6666666666666665,mesh,True,204.102361044326,170.34336627939808,139.87225579069593,5.513429641723633e-07,3.382563591003418e-06,0.352602578997612,0.15383397310972213,0.524705592393875,0.33193596422672267,sampled,3,208.12587642266985,178.82386833359718,149.2134833560774,True,0.9044117647058824,0.9044117647058824,1.0,544,492,0.7373798298731257,892.3262161567363,sampled,trimmed_mean,214.42231580944144,177.94938272016284,147.64833642345755,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.729659638400815,782.8184454188122,sampled,trimmed_mean,189.75889090086665,154.25684778443423,122.75494759255287,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6357076648841354,656.0077540820827,sampled,trimmed_mean,True,True,0,210.74365482233503,181.53045685279187,151.85532994923858,tracked_ratio,18,24,3,3,0,0,0.00020413831225596368,False,0.00020944389589733298,0.0005333775606321744,-0.002482928338067656,215.52616279069767,179.64825581395348,149.0610465116279,tracked_ratio,23,25,1,1,0,0,0.00023341458290815353,False,-0.003657574841795887,0.006891611198850314,0.0033646150295919544,192.5420054200542,156.15989159891598,126.20325203252033,tracked_ratio,23,25,2,0,0,0,0.00021847261814400554,False,0.0010948514600799266,0.0013449876475825114,0.0012773680349253368,206.27060767769566,172.44620142188714,142.37320949779559,tracking_screened,paired_relative_color_reconstruction
81,2.7,mesh,True,203.79606825627616,170.9288213787022,139.92981467269422,-4.664063453674316e-06,3.814697265625e-06,0.3527518099546432,0.1538120710849762,0.524821857213974,0.3320031690597534,sampled,3,208.20108663162603,179.73665295733412,149.68514487279424,True,0.9191176470588235,0.9191176470588235,1.0,544,500,0.7392936418685121,893.2852126295415,sampled,trimmed_mean,214.42231580944144,177.9995652270942,147.36232402789048,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7296393854511503,782.7866886941816,sampled,trimmed_mean,188.764802327761,155.0502459516783,122.7419751173979,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6362143451319924,655.8051622898746,sampled,trimmed_mean,True,True,0,211.685,182.93,153.11,tracked_ratio,21,24,0,3,0,0,0.00022847230138722807,False,0.000361303573626732,0.005091394848711274,0.0031559991493012615,215.52616279069767,179.7325581395349,148.5406976744186,tracked_ratio,21,25,3,1,0,0,0.00012947511277161539,False,0.0,0.00028196463314869054,-0.0019389976263218798,191.54742547425474,156.94850948509486,126.20325203252033,tracked_ratio,25,25,0,0,0,0,0.00026340753538534045,False,-0.005252463062830206,0.005130175954006885,-0.00010568340347279117,206.25286275498414,173.2036892082099,142.6179832356463,tracking_screened,paired_relative_color_reconstruction
82,2.7333333333333334,mesh,True,203.77550486654832,170.94428818229218,139.92981467269422,1.1920928955078125e-07,5.662441253662109e-07,0.35257409512996674,0.1537832623720169,0.5247253155708312,0.3318938398361206,sampled,3,208.20108663162603,179.73665295733412,149.68514487279424,True,0.9191176470588235,0.9191176470588235,1.0,544,500,0.7392936418685121,893.2852126295415,sampled,trimmed_mean,214.36062564025792,178.04596563786404,147.36232402789048,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7297052202699262,782.8682209798959,sampled,trimmed_mean,188.764802327761,155.0502459516783,122.7419751173979,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6362143451319924,655.8051622898746,sampled,trimmed_mean,True,True,0,211.685,182.93,153.11,tracked_ratio,23,24,0,1,0,0,0.00013920754281571135,False,0.0,0.0,0.0,215.2877906976744,179.8953488372093,148.5406976744186,tracked_ratio,24,25,0,1,0,0,0.00011620747682172805,False,-0.0002877454471514972,0.00026064313134245115,0.0,191.54742547425474,156.94850948509486,126.20325203252033,tracked_ratio,25,25,0,0,0,0,0.00013126106932759285,False,0.0,0.0,0.0,206.17340539064307,173.25795277410137,142.6179832356463,tracking_screened,paired_relative_color_reconstruction
83,2.7666666666666666,mesh,True,203.71689287541747,170.9944170139015,139.93428500012746,-3.5762786865234375e-07,1.341104507446289e-07,0.3527002775669098,0.1537454280257225,0.5249550342559814,0.33197163343429564,sampled,3,208.14238741168177,179.82150097391278,149.698555855094,True,0.9301470588235294,0.9301470588235294,1.0,544,506,0.7392906574394463,892.4262809680877,sampled,trimmed_mean,214.24348888680964,178.11150411611342,147.36232402789048,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7297665732959852,782.8660468708981,sampled,trimmed_mean,188.764802327761,155.0502459516783,122.7419751173979,True,0.9935064935064936,0.9935064935064936,1.0,462,459,0.6362143451319924,655.8051622898746,sampled,trimmed_mean,True,True,0,211.8128078817734,183.55665024630542,153.67733990147784,tracked_ratio,22,24,1,1,0,0,0.00016836287250043824,False,-0.0002819749749558926,0.0004719571353114482,8.95905974583302e-05,215.05232558139534,180.02325581395348,148.5406976744186,tracked_ratio,23,25,1,1,0,0,0.00017794652376323938,False,-0.0005465965089667978,0.0003680309107900481,0.0,191.54742547425474,156.94850948509486,126.20325203252033,tracked_ratio,25,25,0,0,0,0,0.00011645765334833413,False,0.0,0.0,0.0,206.13751964580783,173.50947184845123,142.8070965361389,tracking_screened,paired_relative_color_reconstruction
84,2.8,mesh,True,203.13780365129867,170.580052739686,139.91135078565537,5.21540641784668e-07,-6.988644599914551e-06,0.3526762539148331,0.15381572395563126,0.5242985463142394,0.3319816887378692,sampled,3,207.2424580659232,179.84463873344225,149.20451297927863,True,0.9466911764705882,0.9466911764705882,1.0,544,515,0.7375307525951557,947.8545103805011,sampled,trimmed_mean,213.85001598272302,177.1792934713312,147.98328150694525,True,0.9307359307359307,0.9307359307359307,1.0,462,430,0.7280705542823189,803.1627127917957,sampled,trimmed_mean,188.32093690524982,154.71622601428456,122.54625787074222,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6347369493251845,676.7455407269729,sampled,trimmed_mean,True,True,0,211.3680387409201,184.18886198547216,154.21791767554478,tracked_ratio,23,24,0,1,0,0,0.0006426338222809136,False,-0.004332997525357169,0.0001286624288859529,-0.00330570928989454,214.7122093023256,179.46511627906978,149.27325581395348,tracked_ratio,24,25,0,1,0,0,0.0006233733729459345,False,-0.0018382573452413397,-0.005247604443059404,0.004204961119331549,191.24184782608697,156.7201086956522,126.08695652173913,tracked_ratio,24,25,1,0,0,0,0.0006755354115739465,False,-0.002354189412803097,-0.0021565927695880592,-0.001595814734414916,205.77403195644422,173.45802898673136,143.1927100037458,tracking_screened,paired_relative_color_reconstruction
85,2.8333333333333335,mesh,True,203.00670855799333,170.4543197015722,139.79215966389813,-3.2186508178710938e-06,-4.0978193283081055e-07,0.35281705677509306,0.15369178026914596,0.5246246564388275,0.3321957421302795,sampled,3,207.03681839585357,179.65174619031333,149.02147393632674,True,0.9540441176470589,0.9540441176470589,1.0,544,519,0.7360673731257209,946.672657263611,sampled,trimmed_mean,213.71941836118242,177.05049154462844,147.85540819638766,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7268932263814617,804.2937543178539,sampled,trimmed_mean,188.26388891694404,154.66072136977482,122.49959685898003,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.634066378066378,675.2801957184461,sampled,trimmed_mean,True,True,0,211.3021582733813,184.18465227817745,154.27338129496403,tracked_ratio,24,24,0,0,0,0,0.00033533861278556287,False,-0.0009927587434026854,-0.0010731265722246008,-0.001227519223449376,214.44927536231884,179.21449275362318,149.0376811594203,tracked_ratio,22,25,2,1,0,0,0.00017794652376323938,False,-0.0006108838242956456,-0.000727222485671999,-0.0008644800222000527,191.0923913043478,156.56521739130434,125.94021739130434,tracked_ratio,24,25,1,0,0,0,0.0001832643465604633,False,-0.00030297550421798906,-0.00035881564915925084,-0.00038083494517888495,205.61460831334932,173.321454141035,143.0837599485629,tracking_screened,paired_relative_color_reconstruction
86,2.8666666666666667,mesh,True,202.4496774162444,169.8574068506355,139.48015555985748,-1.5750527381896973e-05,-5.736947059631348e-06,0.3526594167947769,0.15362565845251083,0.5244007992744445,0.33208434641361234,sampled,3,206.44195953933286,178.99107762372384,148.98250021137372,True,0.9613970588235294,0.9613970588235294,1.0,544,523,0.7337173154555939,946.5606193481699,sampled,trimmed_mean,213.15827438084582,176.4279973813183,147.4191325927708,True,0.9329004329004329,0.9329004329004329,1.0,462,431,0.7245759952465836,806.1330168330613,sampled,trimmed_mean,187.7487983285546,154.1531455468644,122.03883387542793,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6321885069179186,672.7715648639265,sampled,trimmed_mean,True,True,0,210.9785202863962,183.79474940334129,154.62529832935562,tracked_ratio,24,24,0,0,0,0,0.0004484883975237608,False,-0.0028773388075595645,-0.0036842745486048247,-0.0002615651370871445,213.88695652173914,178.57101449275362,148.72173913043477,tracked_ratio,23,25,1,1,0,0,0.00013647876039613038,False,-0.002629063608125632,-0.00352210856574443,-0.0029550527446508125,190.5625,156.04347826086956,125.6929347826087,tracked_ratio,24,25,1,0,0,0,0.0003549103857949376,False,-0.00273975282250395,-0.0032872635225520107,-0.0037684344947054604,205.1426589360451,172.80308071898813,143.0133240807997,tracking_screened,paired_relative_color_reconstruction
87,2.9,mesh,True,201.27575010862915,168.42775509626594,139.58068344244927,-2.358853816986084e-05,-6.57886266708374e-06,0.3527232092618942,0.15337207347154616,0.5247877430915832,0.3324423050880432,sampled,3,205.26954932505691,177.47488752163702,149.04899101575936,True,0.9908088235294118,0.9908088235294118,1.0,544,539,0.7278874567474047,944.75861037673,sampled,trimmed_mean,211.75490782654722,174.7237199061281,147.07339364042517,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7185702741702742,806.6223212763629,sampled,trimmed_mean,186.8027931742833,153.08465786103267,122.61966567116333,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6276212206094559,674.9555686695338,sampled,trimmed_mean,True,True,0,210.65357967667435,183.24249422632795,155.97228637413394,tracked_ratio,22,24,2,0,0,0,0.0012072077952325344,False,-0.005695315084063835,-0.008506838765830365,0.00044619986441710727,212.52890173410404,176.8063583815029,148.42196531791907,tracked_ratio,24,25,0,1,0,0,0.00048252526903524995,False,-0.00660545125780128,-0.009706863290926066,-0.0023480331783875485,189.39402173913044,154.75,125.88858695652173,tracked_ratio,25,25,0,0,0,0,0.0004508449346758425,False,-0.0050514118071534105,-0.0069554721563387985,0.004748111249172717,204.19216771663628,171.59961753594362,143.42761288285826,tracking_screened,paired_relative_color_reconstruction
88,2.933333333333333,mesh,True,201.04726440063072,167.5918882666638,139.4335232294454,-8.553266525268555e-06,-5.140900611877441e-06,0.3529652166366577,0.1536046099662781,0.5246973311901092,0.3323346489667892,sampled,3,205.25901123674848,176.42891659474427,148.46888940853668,True,0.9816176470588235,0.9816176470588235,1.0,544,534,0.7251295271049596,940.1910785944934,sampled,trimmed_mean,211.3163718278449,173.94901927318656,147.31799664621556,True,0.935064935064935,0.935064935064935,1.0,462,432,0.7173991851285968,805.3502030550773,sampled,trimmed_mean,186.56641013729876,152.3977289320606,122.51368363358398,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6256101179865885,674.2033983163358,sampled,trimmed_mean,True,True,0,210.2803738317757,181.76168224299064,154.90420560747663,tracked_ratio,24,24,0,0,0,0,0.0003989813558291644,False,-5.133912386677533e-05,-0.005911063742759291,-0.0038996133041024985,212.41040462427745,176.1878612716763,148.82947976878611,tracked_ratio,23,25,1,1,0,0,0.0002598478167783469,False,-0.002073107662242265,-0.004443719400466582,0.0016617541826886306,189.11684782608697,153.97282608695653,125.69021739130434,tracked_ratio,25,25,0,0,0,0,0.00033880010596476495,False,-0.0012662162088932227,-0.004497346599971946,-0.0008646889089827971,203.93587542738007,170.64078986720781,143.1413009225224,tracking_screened,paired_relative_color_reconstruction
89,2.966666666666667,mesh,True,200.2344255984809,166.0359830224857,139.5433234104148,-2.2113323211669922e-05,-7.830560207366943e-06,0.35276640474796295,0.15382072567939759,0.5245803451538086,0.332232636809349,sampled,3,204.17421645162563,174.9930893525064,149.40449384418295,True,0.9944852941176471,0.9944852941176471,1.0,544,541,0.7202496683967704,946.3620884664248,sampled,trimmed_mean,210.6283321308733,171.54849379047428,147.03325145352687,True,0.9523809523809523,0.9523809523809523,1.0,462,440,0.7107898820134114,800.8512154079381,sampled,trimmed_mean,185.90072821294365,151.56636592447643,122.19222493353456,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6225432136490959,673.9721078179007,sampled,trimmed_mean,True,True,0,209.53579676674366,180.71593533487297,156.27482678983833,tracked_ratio,24,24,0,0,0,0,0.000760306604206562,False,-0.005299019474460571,-0.008171572682770458,0.006281914162302807,212.21022727272728,174.4744318181818,149.26420454545453,tracked_ratio,24,25,0,1,0,0,0.00039584722253493965,False,-0.0032612818710434414,-0.013896274338101556,-0.00193473126645867,188.4266304347826,152.9673913043478,125.64402173913044,tracked_ratio,23,25,2,0,0,0,0.0005208144430071115,False,-0.0035744502780639216,-0.00547015318384274,-0.0026273079129477133,203.3908848247512,169.38591948580088,143.7276843581411,tracking_screened,paired_relative_color_reconstruction
90,3.0,mesh,True,200.51774810067198,165.07686450817053,139.74149249537587,-3.7848949432373047e-06,-2.5704503059387207e-06,0.3523638528585434,0.15369104444980622,0.5247186696529388,0.33206514239311213,sampled,3,204.6445158023542,174.3333202746173,149.15300678179048,True,0.9926470588235294,0.9926470588235294,1.0,544,540,0.7186543108419837,949.8430189575984,sampled,trimmed_mean,210.8085307614299,171.04012243756821,147.4981575392945,True,0.9523809523809523,0.9523809523809523,1.0,462,440,0.710065053900348,800.6022167525718,sampled,trimmed_mean,186.10019773823186,149.8571508123261,122.5733131650426,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6185889822595705,670.1822376930902,sampled,trimmed_mean,True,True,0,209.96759259259258,179.79861111111111,155.8287037037037,tracked_ratio,23,24,1,0,0,0,0.0003026582853635773,False,0.002300773037471186,-0.003777383239319918,-0.0016846813183057367,212.41761363636363,173.9119318181818,149.73863636363637,tracked_ratio,23,25,1,1,0,0,0.0002516543900128454,False,0.0008551631686965139,-0.00296782614464841,0.003156922879418269,188.41576086956522,151.20923913043478,125.70652173913044,tracked_ratio,25,25,0,0,0,0,0.000664765015244484,False,0.0010724142360409921,-0.011341075510972434,0.003113906822021723,203.60032236617383,168.30659401990923,143.75795393549018,tracking_screened,paired_relative_color_reconstruction
91,3.033333333333333,mesh,True,200.0564736064906,164.28570451389763,139.68314797525187,-2.6032328605651855e-05,-4.716217517852783e-06,0.35237974047660825,0.1534827905893326,0.5247695326805114,0.33215845525264737,sampled,3,204.24796931072845,173.35683343218915,149.93484354674632,True,0.9981617647058824,0.9981617647058824,1.0,544,543,0.7156295559400229,951.2951119317554,sampled,trimmed_mean,210.237044959164,170.08375442274755,146.79634935026579,True,0.948051948051948,0.948051948051948,1.0,462,438,0.7069926322043969,799.2446866482635,sampled,trimmed_mean,185.68440654957942,149.41652568675622,122.31825102874353,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6174464985994397,671.5010640724687,sampled,trimmed_mean,True,True,0,209.6735632183908,178.74022988505746,156.64827586206897,tracked_ratio,22,24,2,0,0,0,0.0004793097177753225,False,-0.0019396131275764067,-0.005617009279252924,0.005228153166121915,211.7528409090909,172.7784090909091,149.13352272727272,tracked_ratio,23,25,1,1,0,0,0.0004108554567210376,False,-0.0027146047181778907,-0.0056071743164865,-0.004769436757841535,188.0516304347826,150.7798913043478,125.97010869565217,tracked_ratio,19,25,6,0,0,0,0.0003549103857949376,False,-0.0022367325446313716,-0.002944632144780974,-0.0020830625944030425,203.1593448540881,167.43284342677146,143.91730242833128,tracking_screened,paired_relative_color_reconstruction
92,3.066666666666667,mesh,True,199.71795319560988,163.81864140540975,139.99706196294002,1.6242265701293945e-06,1.9371509552001953e-06,0.35259943187236786,0.15342377096414567,0.5247589123249053,0.33223154485225675,sampled,3,203.7980993006547,172.78666860613632,150.1987587485476,True,0.9981617647058824,0.9981617647058824,1.0,544,543,0.7138728085351786,950.6079818895842,sampled,trimmed_mean,210.01286667997965,169.85734868420397,147.58379225490356,True,0.961038961038961,0.961038961038961,1.0,462,444,0.7060138358373651,798.5602003159986,sampled,trimmed_mean,185.34289360619533,148.811906925889,122.20863488536887,True,0.9913419913419913,0.9913419913419913,1.0,462,458,0.6151472031236738,672.5482880086394,sampled,trimmed_mean,True,True,0,209.26666666666668,178.24827586206897,156.8528735632184,tracked_ratio,24,24,0,0,0,0,0.00019247377349529415,False,-0.0022049970675000158,-0.003294387087211825,0.001758651932365725,211.89606741573033,172.98314606741573,150.2921348314607,tracked_ratio,23,25,1,1,0,0,0.00019301011343486607,False,-0.0010668808927235727,-0.0013320294012716908,0.005349849880859277,187.70923913043478,150.04891304347825,125.75,tracked_ratio,24,25,1,0,0,0,0.0003790204646065831,False,-0.0018409051823825469,-0.004054741420491997,-0.0008965570416314495,202.95732440427727,167.09344499098765,144.2983361315597,tracking_screened,paired_relative_color_reconstruction
