row,frame,time_s,field,expected,actual,missingness_equal,absolute_difference,matches_contract,finite_numeric_differences_diagnostic_only
39,39,1.3326906347318452,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
40,40,1.366862189468559,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
41,41,1.4010337442052732,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
42,42,1.435205298941987,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
43,43,1.469376853678701,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
44,44,1.503548408415415,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
45,45,1.537719963152129,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
46,46,1.571891517888843,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
47,47,1.606063072625557,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
48,48,1.640234627362271,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
49,49,1.6744061820989848,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
50,50,1.708577736835699,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
51,51,1.7427492915724128,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
52,52,1.7769208463091268,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
53,53,1.811092401045841,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
54,54,1.8452639557825548,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
55,55,1.8794355105192688,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
56,56,1.913607065255983,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
57,57,1.9477786199926967,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
58,58,1.9819501747294108,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
59,59,2.016121729466125,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
60,60,2.0502932842028385,forehead_pixel_fb_rejected,10.0,10.0,True,,True,False
61,61,2.0844648389395526,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
62,62,2.1186363936762667,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
63,63,2.1528079484129807,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
64,64,2.186979503149695,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
65,65,2.2211510578864084,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
66,66,2.2553226126231225,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
67,67,2.289494167359837,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
68,68,2.32366572209655,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
69,69,2.3578372768332643,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
70,70,2.3920088315699783,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
71,71,2.4261803863066924,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
72,72,2.4603519410434065,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
73,73,2.494523495780121,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
74,74,2.528695050516834,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
75,75,2.5628666052535483,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
76,76,2.5970381599902623,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
77,77,2.6312097147269764,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
78,78,2.6653812694636905,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
79,79,2.699552824200404,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
80,80,2.733724378937118,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
81,81,2.767895933673832,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
82,82,2.8020674884105463,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
83,83,2.8362390431472604,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
84,84,2.870410597883974,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
85,85,2.904582152620688,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
86,86,2.938753707357402,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
87,87,2.972925262094116,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
88,88,3.00709681683083,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
89,89,3.041268371567544,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
90,90,3.075439926304258,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
91,91,3.109611481040972,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
92,92,3.143783035777686,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
93,93,3.1779545905144,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
94,94,3.212126145251114,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
95,95,3.246297699987828,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
96,96,3.280469254724542,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
97,97,3.314640809461256,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
98,98,3.3488123641979697,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
99,99,3.382983918934684,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
100,100,3.417155473671398,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
101,101,3.451327028408112,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
102,102,3.485498583144825,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
103,103,3.51967013788154,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
104,104,3.5538416926182537,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
105,105,3.588013247354968,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
106,106,3.622184802091682,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
107,107,3.656356356828395,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
108,108,3.6905279115651095,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
109,109,3.724699466301824,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
110,110,3.7588710210385377,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
111,111,3.793042575775252,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
112,112,3.827214130511965,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
113,113,3.86138568524868,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
114,114,3.8955572399853935,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
115,115,3.929728794722108,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
116,116,3.9639003494588216,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
117,117,3.9980719041955353,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
118,118,4.03224345893225,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
119,119,4.066415013668963,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
120,120,4.100586568405677,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
121,121,4.134758123142391,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
122,122,4.168929677879105,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
123,123,4.203101232615819,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
124,124,4.237272787352533,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
125,125,4.271444342089247,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
126,126,4.3056158968259615,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
127,127,4.339787451562676,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
128,128,4.37395900629939,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
129,129,4.408130561036103,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
130,130,4.442302115772817,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
131,131,4.476473670509531,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
132,132,4.510645225246245,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
133,133,4.544816779982959,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
134,134,4.578988334719673,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
135,135,4.613159889456387,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
136,136,4.647331444193101,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
137,137,4.681502998929815,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
138,138,4.7156745536665285,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
139,139,4.749846108403243,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
140,140,4.784017663139957,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
141,141,4.818189217876671,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
142,142,4.852360772613385,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
143,143,4.886532327350099,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
144,144,4.920703882086813,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
145,145,4.954875436823527,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
146,146,4.989046991560241,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
147,147,5.023218546296955,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
148,148,5.057390101033668,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
149,149,5.091561655770382,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
150,150,5.1257332105070965,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
151,151,5.159904765243811,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
152,152,5.194076319980525,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
153,153,5.228247874717239,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
154,154,5.262419429453953,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
155,155,5.296590984190667,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
156,156,5.330762538927381,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
157,157,5.364934093664094,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
158,158,5.399105648400808,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
159,159,5.433277203137522,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
160,160,5.467448757874236,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
161,161,5.50162031261095,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
162,162,5.5357918673476645,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
163,163,5.569963422084379,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
164,164,5.604134976821093,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
165,165,5.638306531557807,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
166,166,5.672478086294521,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
167,167,5.706649641031234,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
168,168,5.740821195767948,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
169,169,5.774992750504662,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
170,170,5.809164305241376,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
171,171,5.84333585997809,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
172,172,5.877507414714804,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
173,173,5.911678969451518,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
174,174,5.9458505241882325,forehead_pixel_fb_rejected,15.0,15.0,True,,True,False
175,175,5.9800220789249465,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
176,176,6.01419363366166,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
177,177,6.048365188398374,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
178,178,6.082536743135088,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
179,179,6.116708297871802,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
180,180,6.150879852608516,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
181,181,6.18505140734523,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
182,182,6.219222962081944,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
183,183,6.253394516818658,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
184,184,6.287566071555372,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
185,185,6.321737626292086,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
186,186,6.3559091810288,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
187,187,6.390080735765514,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
188,188,6.424252290502228,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
189,189,6.458423845238942,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
190,190,6.492595399975656,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
191,191,6.52676695471237,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
192,192,6.560938509449084,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
193,193,6.595110064185798,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
194,194,6.629281618922512,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
195,195,6.663453173659225,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
196,196,6.697624728395939,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
197,197,6.731796283132653,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
198,198,6.765967837869368,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
199,199,6.800139392606082,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
200,200,6.834310947342796,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
201,201,6.86848250207951,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
202,202,6.902654056816224,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
203,203,6.936825611552938,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
204,204,6.970997166289651,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
205,205,7.005168721026365,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
206,206,7.039340275763079,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
207,207,7.073511830499793,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
208,208,7.107683385236507,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
209,209,7.141854939973221,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
210,210,7.176026494709936,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
211,211,7.2101980494466495,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
212,212,7.244369604183364,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
213,213,7.278541158920078,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
214,214,7.312712713656791,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
215,215,7.346884268393505,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
216,216,7.381055823130219,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
217,217,7.415227377866933,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
218,218,7.449398932603647,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
219,219,7.483570487340361,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
220,220,7.517742042077075,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
221,221,7.551913596813789,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
222,222,7.586085151550503,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
223,223,7.620256706287217,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
224,224,7.654428261023931,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
225,225,7.688599815760645,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
226,226,7.722771370497359,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
227,227,7.756942925234073,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
228,228,7.791114479970787,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
229,229,7.825286034707501,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
230,230,7.859457589444215,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
231,231,7.893629144180929,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
232,232,7.927800698917643,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
233,233,7.961972253654356,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
234,234,7.9961438083910705,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
235,235,8.030315363127785,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
236,236,8.0644869178645,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
237,237,8.098658472601214,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
238,238,8.132830027337926,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
239,239,8.16700158207464,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
240,240,8.201173136811354,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
241,241,8.235344691548068,forehead_pixel_fb_rejected,20.0,20.0,True,,True,False
242,242,8.269516246284782,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
243,243,8.303687801021496,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
244,244,8.33785935575821,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
245,245,8.372030910494924,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
246,246,8.406202465231638,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
247,247,8.440374019968353,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
248,248,8.474545574705067,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
249,249,8.50871712944178,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
250,250,8.542888684178495,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
251,251,8.577060238915209,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
252,252,8.611231793651923,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
253,253,8.645403348388637,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
254,254,8.679574903125351,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
255,255,8.713746457862065,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
256,256,8.74791801259878,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
257,257,8.782089567335492,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
258,258,8.816261122072206,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
259,259,8.85043267680892,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
260,260,8.884604231545634,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
261,261,8.918775786282348,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
262,262,8.952947341019062,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
263,263,8.987118895755776,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
264,264,9.02129045049249,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
265,265,9.055462005229204,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
266,266,9.089633559965918,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
267,267,9.123805114702632,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
268,268,9.157976669439346,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
269,269,9.19214822417606,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
270,270,9.226319778912774,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
271,271,9.260491333649489,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
272,272,9.294662888386204,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
273,273,9.328834443122917,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
274,274,9.36300599785963,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
275,275,9.397177552596345,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
276,276,9.431349107333055,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
277,277,9.465520662069771,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
278,278,9.499692216806483,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
279,279,9.5338637715432,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
280,280,9.568035326279912,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
281,281,9.602206881016627,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
282,282,9.636378435753342,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
283,283,9.670549990490056,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
284,284,9.70472154522677,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
285,285,9.738893099963484,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
286,286,9.773064654700198,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
287,287,9.807236209436912,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
288,288,9.841407764173626,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
289,289,9.87557931891034,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
290,290,9.909750873647054,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
291,291,9.943922428383768,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
292,292,9.978093983120482,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
293,293,10.012265537857196,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
294,294,10.04643709259391,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
295,295,10.080608647330624,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
296,296,10.114780202067337,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
297,297,10.14895175680405,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
298,298,10.183123311540765,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
299,299,10.21729486627748,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
300,300,10.251466421014191,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
301,301,10.285637975750909,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
302,302,10.31980953048762,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
303,303,10.353981085224335,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
304,304,10.38815263996105,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
305,305,10.422324194697763,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
306,306,10.456495749434476,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
307,307,10.490667304171192,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
308,308,10.524838858907906,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
309,309,10.55901041364462,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
310,310,10.593181968381334,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
311,311,10.627353523118048,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
312,312,10.661525077854762,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
313,313,10.695696632591476,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
314,314,10.729868187328188,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
315,315,10.764039742064902,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
316,316,10.798211296801616,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
317,317,10.83238285153833,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
318,318,10.866554406275045,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
319,319,10.90072596101176,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
320,320,10.934897515748473,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
321,321,10.969069070485189,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
322,322,11.0032406252219,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
323,323,11.037412179958617,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
324,324,11.071583734695327,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
325,325,11.105755289432045,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
326,326,11.139926844168755,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
327,327,11.174098398905471,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
328,328,11.208269953642183,forehead_pixel_fb_rejected,0.0,0.0,True,,True,False
